273869836, d4,Bg7, Nf3,d5, exd5,Qxd5, Be3,Qa5+, Nc3,c5, Qd2,Bd7, O-O-O,{Black forfeits by disconnection} 1-0
273868888, Bd2,Nc6, Na3,Nxd4, cxd4,Bxd4+, Kh1,Bxb2, Nc2,Bxa1, Nxa1,Nf5, Nb3,Nh4  {Black forfeits by disconnection} 1-0
273868324, a4,a5, b5,Nb8, Ba3,Ne7, Bd3,O-O, O-O,Nd7, Qc2,g6, Nbd2,f6  {Black forfeits by disconnection} 1-0
273868206, d3,Nc6, Bd2,e5, Ne4,Qb5, Nxf6+,gxf6, Qc1,Qc5, Be2,Bg7, O-O,O-O  {Black forfeits by disconnection} 1-0
273868091, b4,Bb6, a4,a5, b5,Nb8, Ba3,Ne7, Bd3,O-O, O-O,Nd7, Qc2,g6  {Black forfeits by disconnection} 1-0
273867985, Bg5,O-O, Bd3,f6, exf6,exf6, Bh4,g5, Bg3,Nc6, O-O,g4, Nfd2,Nxd4  {Black forfeits by disconnection} 1-0
273867862, exd5,Nf6, c4,b5, cxb5,Qxd5, Nc3,Qe5+, Be2,Bb7, d4,Qe6, Be3,Bxg2  {Black forfeits by disconnection} 1-0
273867758, c4,Nb6, d4,e6, a4,Bb4+, Bd2,a5, Bxb4,axb4, a5,Nc6, Nd2,Nxa5  {Black forfeits by disconnection} 1-0
273867607, d4,g6, c4,Bg7, Nf3,Nf6, Bg5,Ne4, e3,Nxg5, Nxg5,e6, Ne4,O-O  {Black forfeits by disconnection} 1-0
273867475, Bc4,Nf4, Nf3,Nxg2+, Kf1,Nf4, d4,Nh3, Kg2,d5, Bb3,Bf5, Nh4,Be6  {Black forfeits by disconnection} 1-0
273867420, e4,d5, Nc3,d4, Nce2,Nc6, Ng3,e5, d3,Bb4+, Bd2,Bxd2+, Qxd2,Nge7  {Black forfeits by disconnection} 1-0
273867270, Nf3,Nf6, Nc3,Ne4, Bb5+,Nd7, Nxd5,e6, Nf4,Qa5+, c3,Qxb5, c4,Qxc4  {Black forfeits by disconnection} 1-0
273867172, d3,a4, Bxa4,Rxa4, b3,Bg7, bxa4,Bxa1, a5,dxe4, dxe4,Qxa5+, c3,Bxc3+  {Black forfeits by disconnection} 1-0
273866782, Re1,d5, Bb3,Qd6, Nbd2,Nxd2, Bxd2,e6, Qc1,Nd7, Bh6,Bxh6, Qxh6,f6  {Black forfeits by disconnection} 1-0
273866657, exd6,cxd6, Nf3,Qc7, b3,e5, d5,Be7, Be2,e4, Nd4,Qc5, Be3,Qb4+  {Black forfeits by disconnection} 1-0
273866406, dxc4,Be7, cxd5,O-O, b3,Nxd5, Bxd5+,Qxd5, Ba3,Bxa3, Nxa3,Re8, Nc4,Re4  {Black forfeits by disconnection} 1-0
273866187, Nf3,Nf6, e5,Ne4, Bd3,d5, c4,O-O, O-O,Bg4, h3,Bc8, Qe2,f5  {Black forfeits by disconnection} 1-0
273865893, Bd2,Rfd8, Bxb4,f5, Qh4,Bf6, Qg3,Nxb4, Nxe5,Nc2, Nf3,Nxe1, Qxc7,Rd1  {Black forfeits by disconnection} 1-0
