f5,Bd6, fxe6,Bxe6, Nxe6,Nf2+, Qxf2,Qf6, Qxf6,gxf6, Nf4,Rc8, Nxd5,{Black resigns} 1-0
Ka2,Kg7, Ka3,Kf7, Ka4,Ke7, Ka5,b5, Kxa6,b4, Kb5,Kd6, Be2,{Black resigns} 1-0
h5,Ba4, Kb1,Kh8, h6,e5, hxg7+,Kxg7, Qh5,h6, Qxh6+,Kg8, Qh7#,{Black checkmated} 1-0
Bxb4,Bxb4, Qxb4,Bd5, Rc1+,Kb8, Qe7,Rxf3, Qc7+,Ka8, Qc8+,Rxc8, Rxc8#,{Black checkmated} 1-0
bxc3,Nxb3, Bxb6,Nxa1, Be3,d5, cxd5,Nxe4, Bxe4,f5, Bd3,e4, Bc4,{Black resigns} 1-0
e5,f5, Rxf5,Bxf5, Bxf5,g6, Bxd7,gxh5, Bxe8,Rxe8, exd6,cxd6, Rf7,{Black resigns} 1-0
Qxh6,Qxb3, Re1,Qxd3, Re3,Qxe3, fxe3,f6, Rf1,Rc7, Rf3,Rg7, Rh3,{Black resigns} 1-0
Qfxf2,Ke6, Kg4,Kd5, Qge3,Kd6, Qfd2+,Kc6, Qec3+,Kb5, Qdb2+,Ka4, Qca3#,{Black checkmated} 1-0
Rxe6,Qb5, Nc3,Qd7, Rd1,Qc7, Nd5,Qa5, Rxe7+,Kd8, Rd7+,Kc8, Ne7+,{Black resigns} 1-0
Rb1,Re2, Kf1,Re8, Rxb6,Rd8, Bd5,Kf6, f4,Kf5, g3,Rd7, Rb7,{Black resigns} 1-0
Ra6+,Kd7, Rf6,Be7, Rxf5,Kc6, Rh5,Bf6, Rxh3,Bg7, Rh7,Bf8, Rc7+,{Black resigns} 1-0
Kd5,Ka4, Kd4,Kb3, Qc4+,Kb2, Qc3+,Kb1, Qd2,Ka1, Kc3,Kb1, Qb2#,{Black checkmated} 1-0
Bf1,e3, Rdh2,e2, Bxe2,fxe2, Rxe2,Rae8, Rhe1,Rxe2, Rxe2,Kf7, c5,{Black resigns} 1-0
Bb6,Qd5, Bxd8,Kxd8, Rd1,b5, Rxd5+,cxd5, Rc1,e5, Nxe5,Ba3, Qc7+,{Black resigns} 1-0
Be3,Rfc8, Rhd1,b5, Rxd6,h5, Rxc6,Rxc6, f4,exf4, Bxf4,Bg4, Bxg4,{Black resigns} 1-0
Nd5,Rc8, Nb6,Nxb6, Bxb6,Rc6, Be3,Rfc8, Rhd1,Kg8, Rxd6,Rxd6, Rxd6,{Black resigns} 1-0
Kd2,Kc6, Ke3,Kb6, f4,exf4+, Kxf4,Kc6, Ke5,Kd7, Bxb5+,Kc7, Bc4,{Black resigns} 1-0
Qxc2,Kb5, Kd4,Kb4, Qc4+,Ka5, Qb3,Ka6, Kc5,Ka7, Kc6,Ka6, Qb6#,{Black checkmated} 1-0
Qxc4,Nxd5, Qxd5,Qxd5, exd5,c6, axb6,axb6, Rxa8,Rxa8, dxc6,bxc6, Be3,{Black resigns} 1-0
Qe3,Rb8, Nb3,Nxg4, hxg4,Bxg4, Bh6,Bh5, Rxh5,gxh5, Qg5,Rxb3, Qxg7#,{Black checkmated} 1-0
Nd5,Qd8, Nxe7,Qxe7, Re1,Ne4, Rxe4,Rb7, Qf1,O-O, Rxe7,Rxe7, Re1,{Black resigns} 1-0
Be7+,Kxa4, g5,Kb5, g6,a4, g7,Bb4, Bxb4,Kxb4, g8=Q,Kc3, Qc8+,{Black resigns} 1-0
f5,Bxb2, c3,a6, f6,Qb6+, Kf1,Qg1+, Kxg1,axb5, Ne7+,Nxe7, Qg7#,{Black checkmated} 1-0
Ng4,Qg3, Qe7,Rxf3, Qxe6+,Kc7, Rg1,Rd3, Qe7+,Kb6, Qc5+,Ka6, Qa5#,{Black checkmated} 1-0
d3,Nxd5, Nxd5,e6, Nc3,Bxd3, Qxd3,Nc6, Qxd8+,Rxd8, Bb5,Rd6, Bf4,{Black resigns} 1-0
Kf3,Kxd3, b5,Kd4, b6,Kd3, b7,f4, gxf4,g4+, Kxg4,h5+, Kxh5,{Black resigns} 1-0
Rfc1,Rad8, e3,Re6, Bh3,Rde8, Bxe6,Rxe6, Kg2,a5, Ng5,Rd6, f4,{Black resigns} 1-0
f3,Bb7, e4,Rd8, Rfd1,Rd3, Kf2,c3, Nb3,Rxd1, Rxd1,h6, Nc5,{Black resigns} 1-0
e6,a5, e7,Re8, Qf8+,Rxf8, exf8=Q+,Kh7, Qf5+,Kg8, Qc8+,Kf7, Qxb7+,{Black resigns} 1-0
Rxf3,Qe7, Bg5,Nxb3, Qxb3,Bxe4, Bxe4,c6, Bxf6,Qd7, Qe3,Rec8, Qh6,{Black resigns} 1-0
Bd4,Qe6, Qxh6,dxc4, Bxf6,Qxf6, Qxf6,cxd3, Nd4,c5, Nf5,d2+, Kd1,{Black resigns} 1-0
f3,e3, f4,Qd2, f5,Bd7, f6,g6, Qh4,Rac8, Qh6,Rxc2, Qg7#,{Black checkmated} 1-0
Rxb7,Kxf5, c6,Qxc3, c7,Ke4, c8=Q,Qd3, Qc6+,Kf5, Rf7,Qd8, Qf3+,{Black resigns} 1-0
Rf3,Rxc4, dxc4,e4, R3xf2,Rxf2+, Rxf2,Kc6, Ke3,Kd6, Kxe4,Ke6, Rf5,{Black resigns} 1-0
b4,Rf5, Kh3,Rfg5, Qxh7,Nxe5, dxe5,R5g6, Qd7,Bf4, Qd6+,Ka8, Qc5,{Black resigns} 1-0
Qxc3,Nxd4, Qxd4,Qxd4, Bxd4,Bxb4+, axb4,Bd7, b5,c6, bxc6,Bxc6, Bd3,{Black resigns} 1-0
Nxb1,Ng2, Nc3,g6, Ra1,Kg7, Rg1,Nxe3, Kxe3,f6, Rd1,Rxd1, Nxd1,{Black resigns} 1-0
g5,Nxb3, cxb3,Ne8, Qg3,Nc7, f6,gxf6, gxf6+,Bg4, Qxg4+,Kh8, Qg7#,{Black checkmated} 1-0
e5,Nxf3+, Nxf3,Nxe5, dxe5,Qf4, exd6,cxd6, c5,d5, Be5,Qe4, Bd3,{Black resigns} 1-0
Qc2,Bb4, exf6,Bxe1, Qxh7+,Kf8, Qxg7+,Ke8, Rxe1,Qd6, Ne5,Nd5, Nxf7,{Black resigns} 1-0
dxe5,d6, exf6,gxf6, Bh6,Kh8, Rxg2,Rg8, Qf3,Rxg2, Qxg2,Qg8, Bg7+,{Black resigns} 1-0
Rd1+,Bd5, c4,Re8, Nc3,Kc8, cxd5,Rd8, Be3,Bb4, dxc6,Rxd1+, Rxd1,{Black resigns} 1-0
f4,Qf6, e4,Rd8, e5,Qf5, Bxf5,Nxf5, Rfd1,Red7, Rxd7,Rxd7, a4,{Black resigns} 1-0
h4,Kd4, h5,a4, h6,a3, h7,b5, h8=Q+,Kc4, Qa1,b4, Kf5,{Black resigns} 1-0
c8=Q,Kg5, Qg8+,Kh4, Qg6,Kh3, Ke5,h5, Kf4,h4, Kf3,Kh2, Qg2#,{Black checkmated} 1-0
Nh4+,Kh5, Ne3,Bb6, Rb7,Bd8, Nhf5,Bc8, Rh7+,Kg5, Rg7+,Kh5, Rg8,{Black resigns} 1-0
Rxa6,Kxg4, Rf6,Kg3, Rxf7,Re8, Rf5,Kg4, Rxe5,Rd8, Rd5,Ra8, a4,{Black resigns} 1-0
Nxh2,Be5, dxc6,Qxc6, Ndf3,Bf6, e5,Bg7, exd6,cxd6, Be3,Bf6, Bg5,{Black resigns} 1-0
Rxf3,Qxc4, Qxd4+,Qxd4, Rxd4,f5, Rd7,Re1+, Kh2,b5, Rb3,a6, a4,{Black resigns} 1-0
Qe1,Bd1, Rxd1,Re5, Rab1,Rh5+, Kg1,Qa2, Rxb7,a5, Rb6,Rg5, Rdb1,{Black resigns} 1-0
f5,Qh4, h3,Bxf5, Rxf5,g6, Qe2+,Be7, Rxd5,Nf6, Re5,Qd4+, Kh1,{Black resigns} 1-0
Kg7,Kd7, Kf6,Bc6, Nh6,Bb7, Nf7,a5, Ng5,axb4, axb4,Kc6, Nxe6,{Black resigns} 1-0
Qd2,Qd7, Rf1,O-O, Rxd6+,Qf7, Bxf7+,Kxf7, Rd7+,Kg8, Rd8,Rxd8, Qxd8+,{Black resigns} 1-0
b4,h5, b5,g5, b6,g4, b7,Rc3+, Kxc3,Be7, b8=Q+,Kd7, Qb7+,{Black resigns} 1-0
bxa5,Rb7, Rfb1,Ra8, c5,Qc6, axb6,Rd8, Qg2,Rd5, Ra7,Kf7, Rxb7+,{Black resigns} 1-0
Ra1,Qb6, d5,Nb8, Ba5,Qxa5, Rxa5,Na6, Nfd4,Ke8, f4,b6, Rxa6,{Black resigns} 1-0
Nbd2,Rbc8, Rc1,Rxc1, Qxc1,Kd7, Qc4,a5, Qb5+,Ke7, Qxb7+,Kf6, e5+,{Black resigns} 1-0
Qb3,Be7, axb5,Bxh4+, g3,Bxg3+, Kxg3,Rc7, b6,axb6, Qxb6,Rdc8, Nf3,{Black resigns} 1-0
cxd5,Nxb4, Nxe4,Qxd5, Nf6+,Rxf6, Bxd5+,Nxd5, Qxd3,a5, Qc4,Rd8, Re7,{Black resigns} 1-0
a6,Rxf3+, Kg2,Rd3, Rb6,Rxd4, Bxf5,Ke7, a7,Ra4, Rb7+,Kf6, Be4,{Black resigns} 1-0
Bb4,a5, Bd2,Qd7, Nb6,Qd8, Nxa8,Qxa8, Qa4+,Ke7, Qxa5,Qxa5, Bxa5,{Black resigns} 1-0
Ke3,Kh1, f4,Kg1, Ke4,Kg2, Kf5,Kf3, Kxf6,Ke4, Kg5,Kd4, f5,{Black resigns} 1-0
Qg1,g6, Qg2,Rf6, Rh1,Qxh1, Qxh1,Rxe6, Ng5,Bxg5, Bxg5,Rd6, Bf4,{Black resigns} 1-0
Nxh4,Kxh4, Kd4,Kg4, Kc4,Kf5, Kxb4,Ke6, Kxa3,Kf5, Kb4,Ke5, c4,{Black resigns} 1-0
Bg3,Qe3, Rd3,Qe4, Rf3,a6, e6,fxe6, Rxf8+,Kxf8, Bd6+,Kg8, Qe8#,{Black checkmated} 1-0
g6,Rc8, h6,Ke4, g7,Rg8, h7,Rxg7, Rxg7,Kd3, h8=Q,Kc4, Qf8,{Black resigns} 1-0
Rxd7,Kg8, Re7,Rf5, Nh4,Rgg5, Nxf5,Rxf5, Re6,Nf6, Nxf6+,Rxf6, Rxf6,{Black resigns} 1-0
Nxe6,Qxb2, Be4,Nf3+, Rxf3,Rxg3+, Rxg3,Qxa1+, Kh2,Qh1+, Kxh1,Rg8, Qxh7#,{Black checkmated} 1-0
Re7,Kc8, Ke6,Kd8, Kd6,Kc8, Rh7,Kb8, Kc6,Ka8, Kb6,Kb8, Rh8#,{Black checkmated} 1-0
Ra5,Rd2+, Re2,Rxe2+, Kxe2,Ke4, Rxb5,Kxf5, a4,Ke6, a5,f5, a6,{Black resigns} 1-0
Nf3+,Kc4, Bd2,Bd5, Ng5,Kd4, e6,Bc6, e7,Be8, Nh7,Kc5, Nf6,{Black resigns} 1-0
Rf6,Qh5, Rdf1,g5, Ng2,Nd8, R1f5,Rg8, Bxf7,Nxf7, Rxf7,Rac8, Qg4,{Black resigns} 1-0
Bg1,Kf4, Kb5,Ke4, a4,Ke5, a5,Kd6, Kb6,Ke5, a6,Ke4, a7,{Black resigns} 1-0
Rxa5,f5, Ra8,Rxa8, Nxa8,d4, Nc7,e5, Rb1,Kf8, b7,Bxb7, Rxb7,{Black resigns} 1-0
e3,Qe2, Rfe1,Qxa2, Ra1,Qxa1, Rxa1,a6, d4,Rd8, e4,Bd7, d5,{Black resigns} 1-0
Qxe2,Rxd4, Rad1,e5, Rxd4,h5, Ra4,Qc5, Re1,Bd6, Ne4,Qb6, Nxd6+,{Black resigns} 1-0
Kg2,f5, exf5,Rxf5, Bg4,Qf7, Bxf5,Qxf5, Qf3,Qxf3+, Kxf3,Nf6, Bd2,{Black resigns} 1-0
Rb7,Bf6, Rxa7,Be5+, g3,Bd4, Rxf7,h6, a5,Bf6, a6,Be5, a7,{Black resigns} 1-0
f3,Ng5, h4,dxc4, Bc2,c3, bxc3,Nxf3+, gxf3,Nd7, f4,b6, O-O-O,{Black resigns} 1-0
Qg6+,Kxf8, Qg8+,Ke7, Qe8+,Kf6, Bh5,Qxd2, Qf7+,Kg5, Qg6+,Kh4, Qg4#,{Black checkmated} 1-0
Kd6,Kf6, Bc2,h5, h4,Kg6, Ke6,Kh7, Bxf5+,Kg7, Ke7,Kh6, Be6,{Black resigns} 1-0
a6,Kd6, a7,Nc6, Nxe4+,Kc7, a8=Q,dxe4, Qc8+,Kd6, b8=Q+,Nxb8, Qxb8+,{Black resigns} 1-0
e5,Nxd4, cxd4,Bxf3, Nxf3,Rac8, exd6,cxd6, Bg5,h6, Bxf6,Qxf6, Qe4,{Black resigns} 1-0
Rc7,Be8, Rc8,Nf6, gxf6,Rxh2+, Kxh2,Bd8, Rxd8,g6, Qh6+,Kf7, Qg7#,{Black checkmated} 1-0
Rxe1,Bd5, Nxa6,Kf6, Nb4,f4, Nxd5+,Rxd5, Ne4+,Kf5, g4+,fxg3+, hxg3,{Black resigns} 1-0
Rxf7+,Kc6, Bd5+,Kb5, Rb1,Qxb1+, Nxb1,c6, Bb3,Kc5, Qg5+,Kb6, Nc3,{Black resigns} 1-0
Rh2,Rg8, Rxh6+,Kg7, Rh2,Kf8, Nf6,Bxf6, exf6,Rd4+, Bxd4,cxd4, Nd1,{Black resigns} 1-0
Rg2,Kh7, Rxg4,Kxh6, f5+,Bg5, Qxg5+,Kh7, Nf6+,Kh8, Nxd7,Rxd7, Rh4+,{Black resigns} 1-0
Kh6,a5, g5,b5, g6,b4, g7,bxa3, g8=Q,a4, Qa2,Kd4, Qxa3,{Black resigns} 1-0
Qxe1,Qxb3, Qe8+,Bf8, Qe5,f6, Qxf6,Bh6, Qh8+,Kf7, Qxh7+,Ke8, Qxg6+,{Black resigns} 1-0
Rxb8,Rxb8, Qxa5,Qd5, Qc7,Rb2, Qc8+,Bf8, Nxc6,a5, Ne7+,Kh8, Qxf8#,{Black checkmated} 1-0
cxd5,Nxd5, Nxd5,Qxd5, Bxh7+,Kxh7, Qxd5,Bb6, O-O,Kh8, Qh5+,Kg8, Ng5,{Black resigns} 1-0
Bxf8,Kxf8, c4,Bc6, Qh7,Rd8, Rf1,f6, Rxh6,Qf7, Rh3,Ke8, exf6,{Black resigns} 1-0
Qxe4,Qh5, gxh3,Rxf2, Rxf2,Qg5+, Rg2,fxe4, Rxg5,g6, Rg4,Kg7, Rxe4,{Black resigns} 1-0
Nf3,Qd6, e5,Bxf2+, Rxf2,Qe6, exf6,gxf6, Bh6,Rfe8, Re2,Qd6, Nh4,{Black resigns} 1-0
Kg6,b3, f7,Ke7, Kg7,Ke6, f8=Q,Ke5, Qb4,b2, Qxb2+,Kd5, h5,{Black resigns} 1-0
Bxa7,Nd3, Bd4,Bc5, Bxc5,Rxg2+, Kxg2,Rd8, Bg1,Nxb2, Qa8+,Kd7, Qxb7,{Black resigns} 1-0
e5,Nxe5, dxe5,Bxf3, Nxf3,Bc5, exf6,Qxf6, O-O,d5, Be3,Bxe3, fxe3,{Black resigns} 1-0
Kg6,Kd7, Ra6,Rd6+, Rxd6+,Kxd6, f6,a4, f7,Kc5, f8=Q+,Kc4, Qa3,{Black resigns} 1-0
Bc6+,Kf4, e6,b3, e7,b2, e8=Q,Rf2, Qf8+,Kg4, Re4+,Kh5, Qe8+,{Black resigns} 1-0
g5,Ke4, Kh7,Ke5, g6,c1=Q, Nxc1,Ke6, g7,Kd5, g8=Q+,Kc5, Qb3,{Black resigns} 1-0
Rf7+,Ke8, Re7+,Kd8, Rd7+,Kc8, Rdg7,Ra2+, Kxa2,Rf4, Rh8+,Rf8, Rxf8#,{Black checkmated} 1-0
d5,b5, Qxb5,Bxd5, exd5,Qd7, Qxc6,Qxc6, dxc6,Bg7, Bxc4,Bxb2, Rb1,{Black resigns} 1-0
Nxg5,Qxg5, Rb8+,Kc7, Rbb1,Kc8, Qd4,Rh8, Qa7,Qe3+, Rxe3,Rde8, Rb8#,{Black checkmated} 1-0
Qxf5,exf5, Bc6,Bxc6, Rxd8+,Kf7, Rc8,Ke6, Rxc7,Be4, Rc5,f4, Rxb5,{Black resigns} 1-0
h5,Re2, h6,Ra2, h7,Rh2, Rd8+,Kc4, h8=Q,Rxh8, Rxh8,Kb4, Kb7,{Black resigns} 1-0
Qxg4,Qxh2+, Kf2,Kd8, Rh1,Kc7, Rxh2,Rxh2, Qe6,Rd8, Rxf8,Rxf8+, Kg1,{Black resigns} 1-0
Rd7,Bf8, Rf7,b3, Rb2,Bc5, Rxb3,Bd4, Rxf6+,Ka7, Rh6,h4, gxh4,{Black resigns} 1-0
Qxh4,Bxf3, Bh6,Rfd8, Qf6,Rd1+, Kb2,Nc4+, Bxc4,Rb1+, Kxb1,Kh7, Qg7#,{Black checkmated} 1-0
Bf6,Nxf6, gxf6,Rxd1+, Bxd1,Rd8, Qh4,Rd2, Qh6,Rxd1+, Rxd1,Qe5, Qg7#,{Black checkmated} 1-0
Be3,Nc6, Nd5,Qd8, Bb6,Qg5, Nc7+,Ke7, Nxa8,Kf6, Qd2,Qh5, Be2,{Black resigns} 1-0
Ne5,Qd6, cxd5,Qxd5, Bc4,Nxc3, Bxd5+,Nxd5, Bg3,cxd4, exd4,Rac8, Qb3,{Black resigns} 1-0
Ke4,g6, Kd4,Kf8, Kc4,Ke7, Nb5,Ke6, Kxb4,Kd5, a4,h5, a5,{Black resigns} 1-0
Qb3+,d5, exd6+,Be6, d5,Bxf2+, Kxf2,Qxd6, dxe6+,Kg8, Bf4,Qc5+, Be3,{Black resigns} 1-0
Rb7,Kxc5, Rxb3,Kd4, Kf2,g6, Re3,g5, Re6,f5, Rh6,Ke5, Rxh5,{Black resigns} 1-0
f4,a5, h5,Bxg5, hxg6+,Kg8, Rh7,Bxf4, gxf7+,Rxf7, Qg6+,Rg7, Qxg7#,{Black checkmated} 1-0
f3,Rd8, Nxa7,Qd7, Bb5,Bc4, Bxd7+,Rxd7, Kf2,e6, Qe1,Be7, Bc3,{Black resigns} 1-0
Qb2,Kc7, a4,bxa4, Qb7+,Kd6, Rd1+,Bd5, Rxd5+,Qxd5, Qxd5+,Kc7, Qxe5+,{Black resigns} 1-0
axb4,Qxa1, Nxd5,Nxf2, Kxf2,f5, Nc7+,Kf7, Nxa8,cxb4, Qd5+,Ke8, Bd3,{Black resigns} 1-0
Kc5,Ke3, Kd5,Kf3, Ke5,Ke3, Kf6,Kf3, Kxg6,Ke4, Kxh5,Kf3, Kg6,{Black resigns} 1-0
Rxg6,Kc8, Re6,Kd7, Rxe5,Kd6, Rf5,f3+, Kxf3,Ke7, Ke4,Ke6, g5,{Black resigns} 1-0
Bxf4,Qh5, Qe1,Bd7, Rxe8+,Qxe8, Qxe8+,Bxe8, Re1,Bd7, Nxh4,Rg7, Nf3,{Black resigns} 1-0
b4,h6, Qh4,Bxb4, cxb4,Qg8, Bxe7,Qxa2, Qc4+,Qxc4+, Nxc4,Na6, Kb2,{Black resigns} 1-0
Nh4,R2c3, Rff3,Rxe3, Rxe3,Qxd4, Rg3+,Qg4, Rxg4+,hxg4, Qh6,Kh8, Be7,{Black resigns} 1-0
Qe2,Kf7, Re3,Ne5, Bxe5,Rfe8, Bd4,Bf6, Bxf6,Rxe3, Qxe3,Kxf6, Nbd2,{Black resigns} 1-0
Rg4,Qb1+, Kh2,g6, Rc2,Qb3, Rc3,Qxa4, Qh6,Bc4, Ng5,Bxg5, Qxf8#,{Black checkmated} 1-0
Ka1,Qc2, hxg6,Qxf2, gxf7+,Kxf7, Qg7+,Ke8, Rh1,Qxb2+, Kxb2,f4, Rh8#,{Black checkmated} 1-0
Kg4,d2, Rd1,Rb4, f3,Rb2, Kxh4,Ke6, Rxd2,Rxd2, Nxd2,Kf5, Kg3,{Black resigns} 1-0
Bd2,h5, c4,Qb6, a5,Rxf3, axb6,Rff8, bxc7,Kxc7, Rxa7,Kb8, Rba1,{Black resigns} 1-0
Qc5+,Kf7, Qc6,Ke7, Rb7,Rxb7, Qxb7+,Kf6, Qxa7,Rf7, Qd4+,Ke7, a6,{Black resigns} 1-0
Kh1,Qxa3, Bf6,Qf8, Qh4,a5, Rfe1,Qc5, Bxe2,Qxc2, Qh6,Rxe2, Qg7#,{Black checkmated} 1-0
Rh7,Kd8, exf6,Qxf5, fxe7+,Kd7, e8=Q+,Kxe8, Nd6+,Kd8, Nxf5,Ra8, Bg5+,{Black resigns} 1-0
g5,Nxb3, cxb3,Ne8, Qg3,Nc7, f6,gxf6, gxf6+,Bg4, Qxg4+,Kh8, Qg7#,{Black checkmated} 1-0
Nf1,Bxf1, Raxf1,Rde8, Bxb7,Qg4, Rxf7,R3e7, Bd5,Kh8, Rxe7,Rxe7, Qh6,{Black resigns} 1-0
Rf8,Ng6, Rg8,d2, Kxd2,Ne5, h8=Q,Nc6, Qh4+,Kb5, Rg6,Ne5, Rf6,{Black resigns} 1-0
Ke2,a4, bxa4,Ke4, Nxh5,f1=Q+, Kxf1,Kd3, Nf4+,Ke4, Ne2,Ke3, Kg2,{Black resigns} 1-0
Nd6,axb3, axb3,f4, b4,cxb4, Bxb4,f6, c4,Bc6, d4,g5, d5,{Black resigns} 1-0
dxc4,Kc5, Ke1,Kd4, Kd2,Ke5, Kd3,Kd6, Kd4,Kc7, Kd5,Kb7, c5,{Black resigns} 1-0
Nh5,Rg8, Rf1,Rxb3, axb3,Nd3, Rf3,Ne5, Rg3,Rxg3, Kxg3,exf5, Qg7#,{Black checkmated} 1-0
Rh5,Bd4, b5,Ke6, b6,Be5, Rxe5+,Kxe5, b7,Kd4, b8=Q,Kd5, Qxf4,{Black resigns} 1-0
Nf5,Be8, Nxh6,d4, cxd4+,Kxd4, f7,Bxf7, Nxf7,a5, Ng5,e3+, Ke2,{Black resigns} 1-0
Nxh2,Be5, dxc6,Qxc6, Nhf3,Bf4, Nf1,Bxc1, Qxc1,Bc4, Bxc4,Qxc4, b3,{Black resigns} 1-0
Nc4,Rfc8, Qb3,Rab8, Qa2,Rxc4, Qxc4,Qa7, Rxd6,Rb2, Qf1,Qc5, Rdd1,{Black resigns} 1-0
h4,Re8, h5,Nxe5, Bxe5,Bxb4, axb4,Rxe5, dxe5,Qc6, hxg6,fxg6, Qxg6,{Black resigns} 1-0
Rf1,Bd6, Re1,Bb4, a3,Bd6, Nf1,g6, Bg5,Qg7, Qd2,f6, Bh6,{Black resigns} 1-0
fxe4+,Kxe4, Kxb7,Kd3, c6,g4, hxg4,h5, gxh5,Kxe3, c7,Kf4, c8=Q,{Black resigns} 1-0
Be5+,Kg8, Bd4,b6, b4,Qg6, Qe5,Qf6, Qxc7,e5, Bxe5,Qf5, Bd4,{Black resigns} 1-0
a6,Ke4, Rb7,Kd5, a7,Bxa7, Rxa7,Kc4, Rb7,f1=Q+, Kxf1,Kd5, Ke2,{Black resigns} 1-0
exf4,Ke6, g3,Kf5, Nc3,Bxc2, Nxc2,Kf6, Kf3,a5, g4,b5, Ne4+,{Black resigns} 1-0
Kf6,Kd4, f5,Kc4, Ke7,Kd4, f6,Kc4, f7,Kd4, f8=Q,Ke3, Qf5,{Black resigns} 1-0
Nd6,Rb2+, Bg2,Bxd6, exd6,Nb3, Rb1,Rxb1, Qxb1,d4, Qxb3,g6, Qd5,{Black resigns} 1-0
Kb3,Kb6, Kxa3,Kc5, Kb3,d5, Bd3,Kc6, a4,Kb6, c4,d4, Kb4,{Black resigns} 1-0
Re1,Qf6, e5,Nxd4, cxd4,Qf5, exd6,cxd6, Ba3,Bxf3, Qxf3,Qxf3, Bxf3,{Black resigns} 1-0
Kf1,Kg6, Bc7,Kf5, Bxb6,Ke4, Bxc5,f5, Be3,Kf3, Nf4,Rh6, Ke1,{Black resigns} 1-0
bxc6,Nxc6, exf6,Bxe1, Rxe1,Qxe1+, Nxe1,Rxe1+, Kh2,Rd2, fxg7+,Kg8, Qc8+,{Black resigns} 1-0
Kb4,Kf4, Kxa4,Ke3, b4,Kd4, Ka5,Kc3, b5,Kc2, b6,Kb3, b7,{Black resigns} 1-0
Ne2,Bd8, Nxb7,Rxb6, Rxb6,Bxb6, Nc3,Be8, Bxe8,Kxe8, Nxa4,Bc7, Nbxc5,{Black resigns} 1-0
Qxd6,Qxa4, Bxe7,Qxc4, Bxf8+,Qe4, Rxe4+,Kf7, Qe7+,Kg6, Re6+,Kh5, Qxg7,{Black resigns} 1-0
Bxd6,cxd6, b4,Qxc3, Rac1,Bc2, Rxc2,Qxc2, Nxc2,Rhe8, Rc1,Re7, Ne3+,{Black resigns} 1-0
Rbe1+,Kf4, g3+,Kg5, h4+,Kh5, g4+,Kxg4, Ne3+,Kh5, Qg4+,Kh6, Qg5#,{Black checkmated} 1-0
h4,Re2, Qd1,a5, Kf1,g5, Qxe2,Qxe2+, Kxe2,gxf4, gxf4,Kg7, Rg1+,{Black resigns} 1-0
Kd2,Kf5, Ke2,g4, Kf2,Ke5, Kg3,Kd5, Kxg4,Kc5, Rf4,Kb5, Kf5,{Black resigns} 1-0
Bxb6,Rc6, Be3,Rfc8, Rhd1,b5, Rxd6,h5, Rxc6,Rxc6, f4,exf4, Bxf4,{Black resigns} 1-0
f5,b5, f6,Ke6, Kg6,a4, f7,Ke7, Kg7,Kd7, f8=Q,Kc6, Qf5,{Black resigns} 1-0
h7,Kf5, Kg8,Ke4, h8=Q,Rxh8+, Bxh8,Kd3, Kf8,Ke3, Ke8,Ke4, Kd7,{Black resigns} 1-0
Raf1,Re8, h3,Rh5, hxg4,Rh2+, Kxf3,Rxf2+, Rxf2,Kg7, g5,Re1, Kg4,{Black resigns} 1-0
f5,e5, Bf4,Qxf5, Rxe5,Bd6, Rxf5,Rxe1, Bxd6+,Kxd6, Qg3+,Ke6, Qxe1+,{Black resigns} 1-0
Bh6,Nxe4, Nxe4,Bxe4, Bxg7,Kxg7, Qd4+,e5, Qxe4,Rb8, Be2,f5, Qc2,{Black resigns} 1-0
Nxg5,hxg5, Bxg5,Qe7, Bxf6,Nb4, axb4,Qe8, Qd2,Bc6, Qh6,Qd7, Qh8#,{Black checkmated} 1-0
dxe5,g5, Nxg5,hxg5, Bxg5,Qe7, Bxf6,Qe8, Qd2,Bc6, Qg5+,Kh7, Qg7#,{Black checkmated} 1-0
e4,Ng4, e5,Nxh2, Kxh2,Nxe5, dxe5,Bc5, b4,d5, bxc5,Bxc4, Rc1,{Black resigns} 1-0
Ke6,Kb7, Kd7,Ka8, Kc6,Kb8, Kxb6,Kc8, Kxc5,Kb7, a5,Kc7, a6,{Black resigns} 1-0
Nd2,Be6, e4,Qg6, f5,Qg5, fxe6,fxe6, Nf3,Qg4, e5,Rad8, Nh4,{Black resigns} 1-0
Qc6+,Ke5, Re7+,Kf5, Qe6+,Kg5, Rxg7+,Kh5, Rxh7+,Kg5, Qh6+,Kf5, Rf7+,{Black resigns} 1-0
gxf3,Qg5+, Kh1,f5, Rg1,Qg6, Rxg6+,fxg6, f4,a4, Rg1,Kh7, h4,{Black resigns} 1-0
Qxb5,e6, Qxb7+,Kd6, f4,Kc5, Rd1,g6, Qc7+,Kb5, Rb1+,Bb4, Qb7+,{Black resigns} 1-0
Ra5+,Kb4, Qb6+,Kc3, Rc5,Re1+, Kh2,Re4, Qxc6,Kd3, Rxc4,Rxc4, Qd5+,{Black resigns} 1-0
f4,Kd5, a5,Kc4, a6,e5, fxe5,Kd4, e6,Kd5, e7,Kc6, e8=Q+,{Black resigns} 1-0
Qf3,g5, Rfe1,Be3, Rxe3,d6, Rxe5+,dxe5, Qxd5,g4, Qxc5,f6, Ne4,{Black resigns} 1-0
Qh3,h6, g4,Nd4, g5,Qxe5, gxh6,f5, hxg7,Qxg7, Rfg1,Rf7, Qh8#,{Black checkmated} 1-0
